#genome	scope	assembly_level	total_length	gc	proteins	protein_length	coding_density	completeness	contamination	strain_heterogeneity	16s_copies
G000214725	Monoisolate	Complete Genome	2546541	35.73	2451	685499	79.29426622229919	99.73	0.8	0.0	3
G000214785	Monoisolate	Complete Genome	2354088	37.36	2438	704160	88.11119210496804	99.03	1.21	30.0	4
G000214825	Monoisolate	Complete Genome	1932455	46.98	1683	616397	93.99634144132722	100.0	0.41	0.0	2
G000215085	Monoisolate	Complete Genome	3969014	47.24	3922	1146319	85.07944290445938	99.37	3.16	50.0	5
G000215105	Monoisolate	Complete Genome	3307740	73.89	3012	1025402	91.34230622721253	100.0	0.0	0.0	3
G000215485	Monoisolate	Contig	1136981	49.84	1158	335791	87.00303699006405	97.21	1.5	0.0	1
G000215505	Monoisolate	Contig	1154411	49.81	1014	341060	87.05400416316199	99.57	0.85	33.33	1
G000215525	Monoisolate	Contig	1155236	49.79	1006	340884	86.94898704680256	99.36	1.28	50.0	1
G000215565	Monoisolate	Contig	1156921	49.82	1007	342358	87.19757010202079	99.57	0.85	33.33	1
G000215605	Monoisolate	Contig	1390987	47.49	1410	390295	82.65325269035584	99.79	3.65	7.14	1
G000215705	Monoisolate	Complete Genome	4070193	70.0	3917	1280061	92.66295234648578	100.0	0.44	0.0	1
G000215745	Monoisolate	Complete Genome	5280350	54.85	4876	1578741	88.08864942664786	100.0	0.39	0.0	8
G000215955	Monoisolate	Contig	3760335	61.62	3515	1143397	89.58941158168089	97.52	2.22	0.0	1
G000215975	Monoisolate	Complete Genome	1634377	30.59	1640	523907	94.43855365071828	98.75	0.83	0.0	1
G000215995	Monoisolate	Complete Genome	1716818	51.64	1882	536510	92.05471983634841	100.0	0.0	0.0	1
G000217175	Monoisolate	Scaffold	4243036	34.98	6336	1102896	76.48280617934894	84.6	4.71	66.67	0
G000217275	Monoisolate	Scaffold	4543171	34.97	4045	1177454	76.34577258923338	96.47	2.35	66.67	1
G000217635	Monoisolate	Complete Genome	444925	23.03	396	122236	80.93476428611564	98.12	0.0	0.0	1
G000217675	Monoisolate	Complete Genome	4052047	44.51	3681	1197182	87.04940984149493	99.86	0.28	0.0	7
G000217715	Monoisolate	Complete Genome	4355268	65.18	4264	1263517	85.46677265325579	99.57	0.38	0.0	3
G000217795	Monoisolate	Complete Genome	2322224	42.43	2246	717565	91.03566236504317	99.04	0.0	0.0	2
G000217815	Monoisolate	Complete Genome	2039943	40.32	2048	650948	94.01365626392501	100.0	0.0	0.0	1
G000217995	Monoisolate	Complete Genome	2138444	39.16	2027	633060	87.21888438509495	99.35	0.0	0.0	3
G000218235	Monoisolate	Scaffold	3388644	48.31	2948	1025140	89.14424176750346	98.65	0.56	0.0	4
G000218545	Monoisolate	Complete Genome	3526441	73.81	3206	1098367	91.77278167988632	100.0	0.0	0.0	2
G000218565	Monoisolate	Complete Genome	3896074	62.33	3710	1163830	88.00982732874171	99.68	0.0	0.0	1
G000218625	Monoisolate	Complete Genome	2526590	38.29	2380	760296	88.65743947375712	99.14	0.86	0.0	2
G000218745	Environment	Scaffold	1484494	30.37	1770	452682	89.80797497329056	94.57	0.54	66.67	1
G000218765	Monoisolate	Scaffold	2895463	47.57	3021	859469	87.43637891418402	93.85	1.54	0.0	1
G000218785	Monoisolate	Contig	2591567	45.5	2308	801095	91.0863967630395	98.88	0.51	0.0	1
G000218875	Monoisolate	Complete Genome	2061413	44.04	1776	599638	85.71091770547677	100.0	0.0	0.0	3
G000218895	Monoisolate	Complete Genome	6919729	46.42	6001	2084444	88.76151074702491	100.0	0.6	0.0	2
G000219045	Monoisolate	Complete Genome	2035931	32.87	1961	636994	92.18460743512428	99.27	0.06	0.0	3
G000219105	Monoisolate	Complete Genome	9003593	70.63	7301	2761783	90.3932130206241	99.22	1.62	33.33	3
G000219125	Monoisolate	Scaffold	4323011	50.36	4175	1277987	87.09242238800687	99.37	3.16	0.0	1
G000219175	Monoisolate	Complete Genome	538294	43.52	444	143950	78.78334144538115	88.75	0.0	0.0	1
G000219255	Monoisolate	Scaffold	2407379	27.43	3300	684747	83.73230804123489	84.77	1.93	0.0	1
G000219275	Monoisolate	Chromosome	3184320	41.57	3063	930419	86.07646216460657	91.37	6.1	100.0	5
G000219355	Monoisolate	Complete Genome	1183732	36.55	1372	317276	78.91938377943656	98.9	0.0	0.0	1
G000219535	Monoisolate	Complete Genome	5153859	41.1	4552	1467968	83.9194669470003	99.73	0.27	0.0	12
G000219585	Monoisolate	Complete Genome	3783444	45.44	3559	1111280	86.53607665396925	100.0	1.2	0.0	1
G000219605	Monoisolate	Complete Genome	4547930	63.93	4197	1385365	89.75045790062732	99.86	0.55	0.0	4
G000219725	Monoisolate	Complete Genome	3239340	45.58	2876	1020080	92.79269851265998	98.86	0.0	0.0	3
G000219785	Monoisolate	Complete Genome	1877273	37.9	1848	564586	88.60075226139192	100.0	0.0	0.0	4
G000219805	Monoisolate	Complete Genome	1441470	35.5	1349	416762	85.17721492642927	96.99	0.0	0.0	5
G000220155	Monoisolate	Contig	3863529	39.09	3054	1100690	83.95285760764317	99.46	0.54	0.0	0
G000220175	Monoisolate	Contig	1607695	32.67	1925	492893	90.29137989481836	100.0	0.0	0.0	1
G000220235	Monoisolate	Scaffold	2669193	42.6	2259	781899	86.3177746981953	99.32	0.0	0.0	1
G000220255	Monoisolate	Scaffold	3127600	37.46	2598	889484	83.8017329581788	99.66	0.49	0.0	1
G000220335	Monoisolate	Scaffold	3727356	42.14	3714	1094540	86.50322104998824	99.33	0.0	0.0	1
G000220505	Monoisolate	Contig	3862761	56.81	3208	1162618	88.69031762513912	99.14	0.86	0.0	1
G000220525	Monoisolate	Contig	3384629	33.93	2864	1055207	91.87334860039313	96.81	0.84	0.0	1
G000220545	Monoisolate	Contig	4370691	55.89	4075	1357965	91.54579905099675	99.57	0.79	0.0	1
G000220565	Monoisolate	Contig	4649474	67.31	4590	1395210	88.40361296783249	98.54	2.79	0.0	1
G000220585	Monoisolate	Contig	3704661	37.06	3261	1171844	93.21120070095482	98.68	0.66	0.0	1
G000220625	Monoisolate	Complete Genome	2571406	36.11	2256	766321	87.80877076587672	100.0	0.24	0.0	3
G000220645	Environment	Complete Genome	1746697	32.94	1869	530073	89.39146285818319	99.5	0.0	0.0	2
G000220835	Monoisolate	Scaffold	2828172	69.68	2393	850705	88.63569825314727	99.29	0.47	0.0	1
G000220985	Monoisolate	Contig	2812133	71.49	2550	846445	88.68591919372234	98.59	0.52	0.0	1
G000221145	Monoisolate	Contig	2430672	60.2	2294	742707	90.02572128201584	99.01	0.0	0.0	1
G000221185	Monoisolate	Complete Genome	2011320	56.08	2118	628685	92.08460115744884	100.0	0.0	0.0	1
G000221545	Monoisolate	Contig	1650551	38.88	1496	502931	89.78001891489569	99.7	0.0	0.0	1
G000221565	Monoisolate	Contig	1950550	41.39	2160	588392	88.85124708415574	95.76	0.0	0.0	3
G000221605	Monoisolate	Contig	1731014	39.45	1608	510351	86.86411548375692	97.78	0.9	100.0	4
G000221625	Monoisolate	Complete Genome	2335323	52.19	2158	700579	88.38640308000221	99.56	0.0	0.0	4
G000221945	Monoisolate	Contig	2453490	40.78	2393	740923	88.97154665395009	99.58	0.43	0.0	1
G000222105	Monoisolate	Contig	5579559	68.08	5214	1737854	91.77343585756509	99.94	0.0	0.0	1
G000222125	Monoisolate	Contig	4796529	56.52	4570	1450221	89.07985336896743	99.14	0.37	20.0	0
G000222305	Monoisolate	Complete Genome	1403443	28.34	1423	419155	87.97742409203651	100.0	0.0	0.0	1
G000222485	Monoisolate	Complete Genome	6221273	38.15	5114	1839322	87.12131745383942	100.0	0.69	0.0	3
G000222855	Monoisolate	Scaffold	2952624	30.42	2714	824119	82.22794368670037	90.22	0.0	0.0	1
G000223155	Monoisolate	Scaffold	2866283	47.47	2873	818377	84.10422139056053	96.84	0.27	0.0	1
G000223375	Monoisolate	Complete Genome	3277101	61.73	3164	1022907	91.96414758043771	95.42	0.91	0.0	5
G000223395	Monoisolate	Complete Genome	1843267	54.9	2037	557192	89.04038318919613	99.05	0.79	0.0	1
G000223905	Monoisolate	Complete Genome	3890005	62.45	3908	1151803	87.22531204972745	99.93	0.4	0.0	3
G000223985	Monoisolate	Contig	5595540	64.11	4944	1627213	85.68304399575376	99.94	0.23	50.0	2
G000224005	Monoisolate	Complete Genome	3779112	67.86	3264	1139653	88.86047833459288	99.94	0.17	0.0	3
G000224065	Monoisolate	Contig	5524189	62.27	4765	1652811	88.16016251435278	99.94	0.85	0.0	1
G000224085	Monoisolate	Complete Genome	3842422	41.36	3478	1183558	90.76056716310703	99.34	0.83	33.33	2
G000224335	Monoisolate	Contig	3279329	33.77	3046	986289	88.61169464850889	99.34	0.07	0.0	1
G000224415	Monoisolate	Contig	3466927	70.92	3082	1058930	89.99704926005076	97.25	0.57	0.0	1
G000224475	Monoisolate	Complete Genome	3643158	62.38	3754	1067282	86.29743755280447	97.28	1.71	0.0	2
G000224515	Monoisolate	Contig	5702338	42.06	5715	1590572	82.16250948295243	99.23	6.58	11.54	1
G000224715	Monoisolate	Contig	3433900	71.97	3221	1072884	92.05987361309298	99.45	0.55	0.0	1
G000224765	Monoisolate	Contig	4255983	43.32	4583	1212993	83.9448606820093	70.44	0.16	33.33	1
G000224785	Monoisolate	Contig	3775822	42.5	3775	1074584	83.8334540134572	100.0	0.33	0.0	4
G000224985	Monoisolate	Complete Genome	2066652	43.47	1987	586371	83.58257703764349	98.95	0.0	0.0	6
G000225005	Monoisolate	Contig	2943210	63.73	2789	914378	91.53852426432366	99.25	0.34	0.0	1
G000225325	Monoisolate	Complete Genome	1375770	34.85	1402	405352	86.79561263874048	99.38	1.09	0.0	7
G000225345	Monoisolate	Complete Genome	3592125	48.5	3253	1077563	88.38726380624283	99.44	0.24	0.0	4
G000225365	Monoisolate	Contig	1569870	27.94	1499	484508	90.93370788664029	100.0	0.0	0.0	2
G000225445	Monoisolate	Complete Genome	653223	25.67	594	194598	87.7730882103049	100.0	0.0	0.0	1
G000225465	Monoisolate	Complete Genome	627953	24.18	555	184498	86.57081023579791	100.0	0.0	0.0	1
G000225525	Monoisolate	Contig	8221694	72.46	7645	2414245	86.51125911521397	100.0	1.7	7.14	1
G000225705	Monoisolate	Scaffold	2492085	60.24	2203	726982	85.95164290142591	100.0	0.0	0.0	1
G000225825	Monoisolate	Contig	3191479	72.77	2860	972730	89.80535356804792	99.42	0.0	0.0	2
G000225995	Monoisolate	Contig	6318414	66.6	6235	1880429	87.67592626883899	85.43	0.87	0.0	0
G000226215	Monoisolate	Contig	3352817	67.34	3177	1041687	91.54051652684892	99.41	0.0	0.0	1
G000226295	Monoisolate	Complete Genome	3695372	61.34	3051	1142397	91.10151833157798	95.71	2.56	0.0	1
G000226315	Monoisolate	Complete Genome	2481983	54.71	2346	764192	90.7166568022424	90.81	0.8	0.0	1
G000226565	Monoisolate	Complete Genome	4134229	42.3	3497	1244859	88.73006309036099	100.0	0.9	0.0	4
G000226625	Monoisolate	Complete Genome	1638559	38.31	1530	519942	93.49776236314958	99.51	0.0	0.0	3
G000226875	Monoisolate	Scaffold	2354550	57.89	2204	676020	84.58571701599031	99.81	0.0	0.0	1
G000226955	Monoisolate	Contig	4124388	67.36	3866	1273535	90.97953441819732	99.66	0.09	0.0	1
G000227175	Monoisolate	Complete Genome	2337606	52.19	2140	700819	88.33255048113327	99.56	0.0	0.0	4
G000227215	Monoisolate	Contig	3019868	53.16	3134	932493	90.96188972498136	98.72	1.24	0.0	1
G000227315	Monoisolate	Scaffold	2237864	31.69	2277	681816	89.75853760550238	91.49	0.0	0.0	1
G000227355	Monoisolate	Contig	1195147	24.47	2049	278379	68.49600927751983	99.1	1.92	0.0	1
G000227505	Monoisolate	Contig	2736988	52.9	2482	854166	91.95429428262017	96.48	0.0	0.0	1
G000227525	Monoisolate	Contig	2168870	49.86	2259	695410	94.4620931637212	95.99	0.49	0.0	1
G000227585	Monoisolate	Scaffold	1726950	54.85	2018	521979	89.01902197515852	66.93	0.53	100.0	1
G000227665	Monoisolate	Complete Genome	2158359	45.91	2054	684225	93.40693554686685	100.0	0.0	0.0	2
G000227685	Monoisolate	Complete Genome	3756729	66.55	3457	1113268	87.31068969840518	99.94	0.34	0.0	1
G000227705	Monoisolate	Complete Genome	4355525	60.12	4014	1293312	87.48674384833058	98.66	0.0	0.0	5
G000227725	Monoisolate	Contig	3188869	56.7	3000	948103	87.59522576813285	95.38	0.86	0.0	1
G000227745	Monoisolate	Complete Genome	5017071	62.61	4583	1498426	87.99694084456847	99.83	0.36	0.0	3
G000227765	Monoisolate	Scaffold	2467075	48.62	2316	720723	86.06649574901452	100.0	0.0	0.0	1
G000228185	Monoisolate	Contig	2057099	43.66	2081	590536	84.56078195555975	97.66	1.1	0.0	0
G000228205	Monoisolate	Contig	2073661	43.67	2215	595444	84.57462429972884	99.0	2.82	15.38	0
G000228385	Monoisolate	Contig	2073661	43.67	2215	595444	84.57462429972884	99.0	2.82	15.38	0
G000228505	Monoisolate	Contig	2087882	43.54	2133	592516	83.5933735718781	98.5	0.68	40.0	0
G000228725	Monoisolate	Scaffold	5342862	60.22	4895	1590955	87.73247371914154	99.9	0.82	10.53	1
G000228805	Monoisolate	Contig	1809107	36.97	1757	533332	86.84942350010255	99.57	0.0	0.0	0
G000228845	Monoisolate	Contig	1776899	37.02	1738	524361	86.93690524897588	99.94	0.0	0.0	0
G000228925	Monoisolate	Contig	1776306	37.02	1746	524463	86.98247937010854	99.94	0.37	0.0	0
G000229145	Monoisolate	Contig	1829200	37.0	1774	539663	86.91619287120052	99.38	0.37	0.0	0
G000229225	Monoisolate	Contig	1794749	37.02	1743	529182	86.86390130319059	99.95	0.37	0.0	0
G000229545	Monoisolate	Contig	1797735	37.03	1743	532034	87.18887933983595	99.76	0.0	0.0	0
G000229705	Monoisolate	Contig	1879409	36.81	1816	555005	86.99830638248514	99.76	0.37	0.0	0
G000230225	Monoisolate	Contig	1814786	36.96	1765	535073	86.86015871843843	99.94	0.0	0.0	0
G000230275	Monoisolate	Complete Genome	2487765	50.02	2372	737769	87.37167698717523	100.0	0.0	0.0	3
G000230555	Monoisolate	Complete Genome	3948887	61.36	3854	1207930	90.11979831279041	99.18	0.55	0.0	2
G000230655	Monoisolate	Complete Genome	1869644	46.25	1850	606055	95.50705909788174	100.0	1.79	100.0	1
G000230675	Monoisolate	Contig	2694843	54.09	2998	817947	89.4013120615932	99.18	0.0	0.0	1
G000230695	Monoisolate	Complete Genome	4225490	67.45	3845	1287605	89.78423804103193	100.0	0.39	50.0	2
G000230715	Monoisolate	Complete Genome	3788356	62.24	3762	1075943	83.66156718112026	99.62	0.0	0.0	3
G000230735	Monoisolate	Complete Genome	4354100	63.99	4353	1252232	84.7198732229393	99.95	0.0	0.0	3
G000230895	Monoisolate	Complete Genome	6415739	65.49	6277	2021903	92.85256148979876	99.09	0.38	0.0	2
G000230915	Monoisolate	Contig	6805951	51.84	6163	1969881	85.27497479779093	99.85	0.02	0.0	1
G000230935	Monoisolate	Contig	7281599	66.07	7033	2275195	92.06037025658787	100.0	1.44	16.67	1
G000230955	Monoisolate	Complete Genome	3162560	66.43	3301	947667	88.26928184761712	98.65	0.43	0.0	1
G000231015	Monoisolate	Complete Genome	1384116	44.83	1478	421937	89.80237205552136	100.0	0.0	0.0	1
G000231035	Monoisolate	Scaffold	4669397	71.97	4477	1392304	87.8461394479844	93.35	0.0	0.0	1
G000231055	Monoisolate	Chromosome	4763852	70.08	4398	1460510	90.33145865992478	99.51	0.0	0.0	1
G000231275	Monoisolate	Scaffold	2855429	54.75	2351	851156	87.83783452503985	100.0	0.0	0.0	1
G000231305	Monoisolate	Scaffold	3373426	70.24	2925	1041197	90.95255090818651	96.44	0.0	0.0	1
G000231385	Monoisolate	Complete Genome	4873567	41.78	4485	1380820	83.47013593944641	99.23	0.51	0.0	11
G000231405	Monoisolate	Complete Genome	3176073	41.89	3037	933432	86.58210941625082	99.36	0.98	0.0	8
G000231425	Monoisolate	Contig	5460476	37.93	5098	1592770	85.93432147673573	99.96	0.0	0.0	2
G000231445	Monoisolate	Contig	2454778	36.85	2250	751821	90.24021724164058	100.0	0.5	0.0	1
G000233435	Monoisolate	Complete Genome	590336	27.5	557	191135	95.3975363183001	100.0	0.0	0.0	1
G000233455	Monoisolate	Scaffold	6647380	48.92	6088	2006621	88.94313248227121	99.37	0.0	0.0	1
G000233535	Monoisolate	Scaffold	2163862	66.42	1894	638618	86.95688542060445	100.0	0.0	0.0	1
G000233655	Monoisolate	Contig	3784483	72.37	3409	1148571	89.42505488860698	99.42	1.17	50.0	1
G000233695	Monoisolate	Chromosome	3974658	47.2	3679	1190440	88.24434706080372	100.0	0.0	0.0	4
G000233715	Monoisolate	Complete Genome	4855529	45.49	4611	1360210	82.52635294733076	99.06	2.39	0.0	8
G000233775	Monoisolate	Complete Genome	1999646	47.06	1941	629493	92.75421749649688	100.0	0.0	0.0	3
G000233915	Monoisolate	Complete Genome	3452554	67.65	3116	1034324	88.26865560973123	97.76	0.94	28.57	1
G000234115	Monoisolate	Scaffold	2593873	45.49	2152	764059	86.80012475552967	99.16	0.0	0.0	1
G000234355	Monoisolate	Contig	2887061	59.04	2713	883975	90.21257257813396	99.34	0.0	0.0	1
G000234585	Monoisolate	Contig	4870742	69.02	4620	1523507	92.16209768450064	99.32	0.0	0.0	1
G000234805	Monoisolate	Complete Genome	2467972	56.97	2804	761886	90.92911102719155	100.0	0.0	0.0	0
G000234825	Other	Complete Genome	2017261	37.66	1955	605261	88.39337101148537	100.0	0.0	0.0	4
G000235405	Monoisolate	Complete Genome	2166381	38.88	2011	675183	91.83135376464251	98.25	3.51	50.0	2
G000235425	Monoisolate	Scaffold	9978592	71.81	8195	2881711	85.09657474721884	98.35	0.73	0.0	1
G000235445	Monoisolate	Scaffold	2687075	35.74	2378	787350	86.33506694081855	98.3	0.0	0.0	1
G000235505	Monoisolate	Scaffold	5697783	50.02	5158	1757476	90.88661326694962	98.4	0.95	0.0	2
G000235565	Monoisolate	Complete Genome	2571034	60.6	2481	761489	87.25625565433985	100.0	0.0	0.0	1
G000235605	Monoisolate	Complete Genome	5863081	42.85	5428	1693790	85.1117867892325	99.17	0.51	0.0	8
G000235645	Monoisolate	Contig	2587121	31.94	2621	731292	83.25938369330233	99.03	0.3	33.33	1
G000235665	Monoisolate	Contig	5890504	37.68	6279	1709212	85.4654881823355	99.49	1.56	7.69	1
G000235685	Monoisolate	Chromosome	2052856	56.5	2064	623038	89.41240885868274	99.02	0.0	0.0	1
G000235705	Monoisolate	Contig	1838358	41.85	1893	542802	86.97767246640751	99.46	0.0	0.0	1
G000235885	Monoisolate	Scaffold	3097322	49.0	2697	923409	87.84446692981874	98.33	0.37	0.0	1
G000236035	Monoisolate	Scaffold	4208238	54.68	3826	1287541	90.15053331109124	100.0	1.45	37.5	2
G000236085	Monoisolate	Contig	1297943	27.09	2261	275334	62.35373972508809	99.62	0.11	0.0	1
G000236145	Monoisolate	Chromosome	3761887	39.63	3324	1138967	89.20961740743408	100.0	0.57	0.0	2
G000236165	Monoisolate	Chromosome	3909670	39.64	3466	1180324	88.95336435044389	100.0	0.57	0.0	3
G000236405	Monoisolate	Complete Genome	609561	23.89	560	191246	92.4468592971007	98.06	0.0	0.0	1
G000236565	Multiisolate	Contig	6968952	62.65	7065	2050643	86.68006322901923	99.02	2.13	22.22	1
G000236625	Monoisolate	Contig	3613819	53.93	3320	1105199	90.11143059461473	100.0	1.36	0.0	1
G000236665	Monoisolate	Complete Genome	3806980	65.37	3441	1163370	90.0397165207067	100.0	0.12	0.0	2
G000236685	Monoisolate	Complete Genome	3590853	46.2	3211	1100361	90.29166607488527	100.0	1.14	0.0	4
G000236705	Monoisolate	Complete Genome	4000057	40.23	3512	1245025	91.71461806669255	100.0	0.0	0.0	2
G000236805	Monoisolate	Scaffold	5771987	46.44	5120	1684527	85.98979866032269	99.85	0.59	0.0	1
G000236865	Monoisolate	Scaffold	2398022	62.06	1954	694336	85.31894202805479	100.0	0.0	0.0	1
G000237065	Monoisolate	Complete Genome	6845832	60.78	6045	2048960	88.19042009795157	100.0	1.15	0.0	5
G000237085	Monoisolate	Complete Genome	4897678	35.72	4217	1382268	83.15605885074518	100.0	0.0	0.0	6
G000237145	Monoisolate	Complete Genome	9239851	71.32	8275	2779426	88.63344224923108	99.47	1.06	0.0	6
G000237205	Monoisolate	Complete Genome	2628375	41.6	2356	810160	90.82528178056785	96.28	0.23	0.0	1
G000237285	Monoisolate	Chromosome	1807534	45.9	1877	565324	92.1385157900211	99.52	0.71	25.0	2
G000237805	Monoisolate	Chromosome	1675934	59.51	1533	511652	89.95288597283664	100.0	0.0	0.0	2
G000237825	Monoisolate	Chromosome	1880838	58.78	1805	581740	91.1295390671605	100.0	0.0	0.0	3
G000237865	Monoisolate	Complete Genome	3260476	47.68	3090	868196	78.43965114296195	99.3	0.38	0.0	2
G000237995	Monoisolate	Complete Genome	1978793	37.02	1897	586261	87.28078176949282	97.84	0.0	0.0	4
G000238055	Monoisolate	Scaffold	2470863	42.17	2129	730110	87.06322446853589	99.36	0.0	0.0	4
G000238095	Monoisolate	Scaffold	2325163	30.09	1976	663985	84.14029468041595	97.2	0.0	0.0	4
G000238215	Monoisolate	Complete Genome	3405521	46.98	2863	1035193	89.57325472372656	98.91	0.0	0.0	2
G000238255	Multiisolate	Contig	4718298	40.8	4227	1435951	89.67475136161387	100.0	0.47	0.0	1
G000238275	Multiisolate	Contig	3998432	39.94	3580	1212020	89.31711230802475	100.0	0.34	0.0	1
G000238375	Multiisolate	Contig	5320014	41.12	4550	1600764	88.6648230624957	99.89	0.17	0.0	1
G000238395	Multiisolate	Contig	4624159	39.04	4150	1378917	87.8629173434564	100.0	0.17	0.0	1
G000238615	Monoisolate	Scaffold	3287261	56.07	2945	979690	87.81143328746943	100.0	0.0	0.0	1
G000238775	Monoisolate	Contig	7875477	47.12	7735	2256900	84.41755337486224	99.29	3.93	25.81	1
G000238795	Monoisolate	Contig	2143543	39.72	2063	653255	89.78742203911935	99.67	0.06	0.0	1
G000238815	Monoisolate	Contig	2458945	50.48	2340	766204	91.80876351443403	99.56	0.0	0.0	1
G000238835	Monoisolate	Scaffold	2854910	45.6	2981	838840	86.5504691916733	99.06	1.46	0.0	0
G000238915	Monoisolate	Contig	4954410	66.21	4545	1500647	89.24334078124338	99.71	0.0	0.0	1
G000239275	Monoisolate	Scaffold	1798854	49.01	1944	544265	89.1187389304524	98.56	0.07	0.0	1
G000239355	Monoisolate	Scaffold	2553535	58.24	2564	763823	88.12054661479087	97.25	0.0	0.0	1
G000239695	Monoisolate	Scaffold	2205725	57.8	1852	660610	88.2503031882941	100.0	0.95	0.0	1
G000239815	Monoisolate	Scaffold	8434788	63.6	7882	2472676	86.36859634172193	99.36	1.81	16.67	1
G000239955	Monoisolate	Contig	2284024	44.79	2176	689515	88.94105315881094	98.77	0.0	0.0	1
G000240075	Monoisolate	Complete Genome	3162432	31.46	2734	932224	86.85938543500698	99.65	0.53	50.0	5
G000240165	Monoisolate	Complete Genome	8095515	73.01	7164	2401275	87.39676228133726	100.0	0.0	0.0	6
